country,page
India,Babu Parmanand
India,Ashok Parnami
India,Kuka Parray
India,Lakshmi Parvathi
India,Suresh Paswan
India,Jayantbhai Patel Boskey
India,Chandulal Patel
India,Jogaram Patel
India,Nand Kumar Patel
India,Sone Lal Patel
India,Gunanand Pathik
India,Suman Patil
India,T. S. Patil
India,Ulhas Patil
India,Anubhav Patnaik
India,Badal Patralekh
India,Peela Govinda Satyanarayana
India,Maharaja Sir Kishen Pershad
India,Kiyanilie Peseyie
India,Yashodhar Phanse
India,Bhrigu Phukan
India,Parinay Phuke
India,Mahesh Poddar
India,Tesam Pongte
India,Amerika Pradhan
India,Brahm Prakash (politician)
India,Rahul Prakash
India,Shatarudra Prakash
India,Chandrashekhar Prasad
India,Jamuna Prasad
India,Jayant Prasad
India,Mukhi Gobindram Pritamdas
India,K. Punnaiah
India,Hardeep Singh Puri
India,Ambrish Singh Pushkar
India,Qudsia Begum
India,Mohammad Shafi Qureshi
India,Araber Rahaman
India,Khalil ur Rahman (politician)
India,Maulana Abdur Rahman
India,Alka Rai
India,Kedar Nath Rai
India,Nakul Das Rai
India,Rajani Rai
India,Rajendra Kumar Rai
India,Raj Kumar Jaichandra Singh
India,H. Raja
India,Umakant Rajak
India,Koora Rajanna
India,Rajaram (politician)
India,Rajbala
India,Om Prakash Rajbhar
India,V. Rajendrababu
India,M. M. Rajendran
India,Rajkumar Rai
India,Pusapati Vijayarama Gajapati Raju
India,Hukam Ram
India,Lajja Ram (politician)
India,Triveni Ram
India,M. D. R. Ramachandran
India,V. R. Ramanatha Iyer
India,Gaveet Nirmala Ramesh
India,Sat Prakash Rana
India,Roop Rani
India,Abhimanyu Rao
India,Garikapati Mohan Rao
India,Moturu Hanumantha Rao
India,Pendyal Raghava Rao
India,U. Rama Rao
India,Maharaja Krishna Rasgotra
India,K. C. Rastogi
India,Neel Ratan
India,T. Rathinavel
India,Shubha Raul
India,Vishakha Raut
India,Harish Chandra Singh Rawat (politician)
India,B. Mohan Reddy
India,Banda Karthika Reddy
India,Chitlem Narsi Reddy
India,Kandula Obul Reddy
India,Nagam Janardhan Reddy
India,Parthasarathy Reddy
India,V. Vijayasai Reddy
India,Eken Riba
India,Kamen Ringu
India,Rajesh Rishi
India,Charanjeet Singh Rori
India,Arjun Roy
India,Brajagopal Roy
India,Kumar Sankar Roy
India,Saugata Roy
India,Robert Romawia Royte
India,S. Pandi
India,Likha Saaya
India,K. S. Sabarinathan
India,Amar Shankar Sable
India,Vembaukum Sadagopacharlu
India,V. Sadasivan
India,Haider Aziz Safwi
India,Anil Kumar Sahani
India,A. M. Sahay
India,Dinesh Nandan Sahay
India,Bhanu Pratap Sahi
India,Ram Chandra Sahis
India,Subrat Sahoo
India,Chandu Lal Sahu
India,Lakhan Lal Sahu
India,Zafar Saifullah
India,Dilip Kumar Saikia
India,Muhi Ram Saikia
India,Kalpana Saini
India,V. P. Sajeendran
India,Haji Abdul Salam
India,Vijay Sampla
India,Ajay Sancheti
India,Harmeet Singh Sandhu
India,Mamtaz Sanghamita
India,Admiral K. Sangma
India,Beckstar Sangma
India,Brening Sangma
India,Masonsing Sangma
India,Sangram Yadav
India,Alok Sanjar
India,Chiman Saparaiya
India,Uma Saren
India,Dilip Sarkar (Tripura politician)
India,Arun Kumar Sarmah
India,Vinod Saroj
India,Mahendra Sarvaiya
India,Vinayak Sitaram Sarwate
India,Ram Sathe
India,V. D. Satheesan
India,Wanglam Sawin
India,Girish Chandra Saxena
India,Sanjeev Saxena
India,Sewa Singh Sekhwan
India,Ujagar Singh Sekhwan
India,K. Selvaraj
India,Binay Ranjan Sen
India,Dola Sen
India,Shyamal Kumar Sen
India,Aftab Seth
India,Pheroze Sethna
India,Thirumudi N. Sethuraman
India,Amit Shah (mayor)
India,Ghulam Mohammad Shah
India,Shahab-ud-Din Virk
India,Abdul Rashid Shaheen
India,Veena Shahi
India,K. K. Shailaja
India,Hangmila Shaiza
India,Vinay Shakya
India,Khwaja Shams-ud-Din
India,Meera Shankar
India,Sharad Vir Singh
India,Dinesh Sharma
India,K. D. Sharma
India,Shri Dutt Sharma
India,Sunil Kumar Sharma (politician)
India,Vishno Datt Sharma
India,Shashank (diplomat)
India,Sheikh Sadiq Ali Ansari
India,Maqbool Sherwani
India,Shrikant Shinde
India,Nihim D. Shira
India,K. L. Shrimali
India,Suman Shringi
India,Prabhat Prakash Shukla
India,Karam Shyam
India,Kanwal Sibal
India,C. H. Sibghatullah
India,S.M. Siddaiah
India,Satyavrata Siddhantalankar
India,Shivinder Singh Sidhu
India,Kamal Singh Narzary
India,Anant Kumar Singh
India,Angad Singh
India,Arun Singh
India,Arun Kumar Singh
India,Bhagwati Singh
India,Bhagwan Singh Gyanee
India,Ch. Sarup Singh
India,Sunil Singh (politician)
India,Dipak Singh
India,Gaya Singh
India,Harivansh Narayan Singh
India,Harnirpal Singh
India,Hukam Singh
India,Jogendra Singh (politician)
India,Khwairakpam Loken Singh
India,Lallan Prasad Singh
India,Manager Singh
India,Ngairangbam Bijoy Singh
India,O. Joy Singh
India,Onkar Singh (politician)
India,Prashant Singh
India,Raj Kumar Ranbir Singh
India,Kamakhya Narain Singh
India,Thakur Ram Singh (revolutionary)
India,Rao Dan Singh
India,Rao Narbir Singh
India,Sahender Singh
India,Sapam Kunjakeswor Singh
India,Sardar Ridha Singh
India,Sukhvir Singh
India,Sunil Kumar Singh
India,Kunwar Sushant Singh
India,Tej Singh (politician)
India,Thakur Baldev Singh
India,Thangjam Nandakishor Singh
India,Umed Singh
India,Virendra Singh (Lokayukta)
India,W. Kulabindu Singh
India,Wahengbam Nipamacha Singh
India,Yashwant Singh
India,Yashwant Singh (politician)
India,Rakesh Singha
India,Birajit Sinha
India,Kamala Sinha
India,Rahul Sinha
India,Ram Kripal Sinha
India,Bosiram Siram
India,Manjinder Singh Sirsa
India,V. Sivankutty
India,K. Somaprasad
India,Manohar Lal Sondhi
India,Kailash Nath Sonkar
India,Neelam Sonkar
India,Arun Sood
India,Rakesh Sood
India,Vikram Sood
India,Hemant Soren
India,R. Srinivasan
India,Jyotsana Srivastava
India,Subhash Pasi
India,Nelavala Subrahmanyam
India,M. Subramaniam
India,Suhasini Chattopadhyay
India,Sukhdev Rajbhar
India,Razia Sultana (politician)
India,Rajan Sushant
India,Sushma Singh
India,Scato Swu
India,Dasarathi Tah
India,Nihal Singh Takshak
India,S. B. Tambe
India,Bhadreswar Tanti
India,Mohammad Sultan Tantray
India,Tangor Tapak
India,Pani Taram
India,Moulana Abdullah Tari
India,Kamakhya Prasad Tasa
India,Tsering Tashi
India,Ashley J. Tellis
India,Kanaji Thakor
India,Ram Nath Thakur
India,Devi Das Thakur
India,Kapil Krishna Thakur
India,Savitri Thakur
India,Sohan Singh Thandal
India,Bikram Singh Thekedar
India,Sewa Singh Thikriwala
India,Balwant Singh Thind
India,Sadhu Singh Thind
India,Thottakkattu Madhaviamma
India,Navrang Lal Tibrewal
India,Raghukul Tilak
India,Ramappa Timmapur
India,Pius Tirkey
India,Leena Tiwari
India,Joseph Toppo
India,R. K. Trivedi
India,K. C. Tyagi
India,Krishan Tyagi
India,A. K. S. Usgaonkar
India,M. Vaithianathan
India,Chintaman Vanaga
India,Brij Lal Varma
India,Vasantham Karthikeyan
India,Vedas Venkaiah
India,V. Venkatasubha Reddiar
India,K. Venkatesh
India,Bindeshwari Prasad Verma
India,Jai Prakash Verma
India,Melhupra Vero
India,Vijender Garg Vijay
India,Vikramjeet (politician)
India,Bakhshish Singh Virk
India,K. A. P. Viswanatham
India,Ashok Kumar Walia
India,W. Wangyuh
India,Ajesh Yadav
India,Akshay Yadav
India,Meera Deepak Yadav
India,Vijay Singh Yadav
India,Yasar Shah
India,William Mackworth Young
India,H. Khekiho Zhimomi
India,Pu Zoduha
India,Book:Indian Politicians
India,Book:Two Political Biographies
Indonesia,List of female cabinet ministers of Indonesia
Indonesia,Tutty Alawiyah
Indonesia,Armida Alisjahbana
Indonesia,Ratu Atut Chosiyah
Indonesia,Emilia Contessa
Indonesia,Airin Rachmi Diany
Indonesia,Sunaryati Hartono
Indonesia,Sri Mulyani Indrawati
Indonesia,Khofifah Indar Parawansa
Indonesia,Retno Marsudi
Indonesia,Nafsiah Mboi
Indonesia,Megawati Sukarnoputri
Indonesia,Nila Moeloek
Indonesia,Irna Narulita
Indonesia,Mari Elka Pangestu
Indonesia,Tri Rismaharini
Indonesia,Rasuna Said
Indonesia,Maria Ulfah Santoso
Indonesia,Dita Indah Sari
Indonesia,Endang Rahayu Sedyaningsih
Indonesia,Mooryati Soedibyo
Indonesia,Susi Pudjiastuti
Indonesia,Likas Tarigan
Indonesia,S. K. Trimurti
Indonesia,Antasari Azhar
Indonesia,Bob Hasan
Indonesia,Probosutedjo
Indonesia,Khouw Kim An
Indonesia,Oei Tjoe Tat
Indonesia,Tio Tek Ho
Indonesia,Template:Indonesia-politician-stub
Indonesia,Template:Indonesia-activist-stub
Indonesia,Template:Indonesia-poli-bio-book-stub
Indonesia,Template:Indonesia-diplomat-stub
Indonesia,Patrialis Akbar
Indonesia,Nur Alam
Indonesia,Mukti Ali
Indonesia,Marzuki Alie
Indonesia,Azwar Anas
Indonesia,Anton Apriantono
Indonesia,I Gede Ardhika
Indonesia,Bustanil Arifin
Indonesia,Arsul Sani
Indonesia,Achmad Asj'ari
Indonesia,Djufrie Asmoredjo
Indonesia,Anak Agung Bagus Suteja
Indonesia,Faisal Basri
Indonesia,Muhamad Chatib Basri
Indonesia,Aleta Baun
Indonesia,Biem Benyamin
Indonesia,Dewa Made Beratha
Indonesia,Bambang Brodjonegoro
Indonesia,Dewa Cawu
Indonesia,Omar Dani
Indonesia,Bambang Hendarso Danuri
Indonesia,A Diary of A Demonstrator
Indonesia,H.S. Dillon
Indonesia,Dzulmi Eldin
Indonesia,Firdaus (Indonesian politician)
Indonesia,Soedarsono Hadisapoetro
Indonesia,Burhanuddin Harahap
Indonesia,Wahid Hasyim
Indonesia,Ignatius Joseph Kasimo Hendrowahyono
Indonesia,Imaduddin (ICMI)
Indonesia,Satrio Budihardjo Joedono
Indonesia,S. Kabo
Indonesia,Dorodjatun Kuntjoro-Jakti
Indonesia,Alvin Lie
Indonesia,Longki Djanggola
Indonesia,Tony Lovink
Indonesia,M. H. Lukman
Indonesia,Muhammad Zainul Majdi
Indonesia,Manahan Sitompul
Indonesia,Ida Bagus Rai Mantra
Indonesia,Ida Bagus Mantra
Indonesia,Mardiyanto
Indonesia,I Gusti Putu Martha
Indonesia,Teten Masduki
Indonesia,Abdul Latif Daeng Masikki
Indonesia,Alimuddin Daeng Matiro
Indonesia,Anis Matta
Indonesia,Ben Mboi
Indonesia,Haji Misbach
Indonesia,Muhammad Rudi
Indonesia,Muhammad Syarifuddin
Indonesia,Burhan Muhammad
Indonesia,Marie Muhammad
Indonesia,RE Nainggolan
Indonesia,Oto Iskandar di Nata
Indonesia,Muhammad Nazar
Indonesia,Ngitung
Indonesia,Alex Noerdin
Indonesia,Freddy Numberi
Indonesia,Dede Oetomo
Indonesia,Ida Bagus Oka
Indonesia,Rieke Diah Pitaloka
Indonesia,Jacob Prai
Indonesia,Anak Agung Gede Ngurah Puspayoga
Indonesia,Ngurah Oka Ratmadi
Indonesia,Dada Rosada
Indonesia,F.X. Hadi Rudyatmo
Indonesia,Ryamizard Ryacudu
Indonesia,Hasballah M. Saad
Indonesia,Said Assagaff
Indonesia,Anwar Adnan Saleh
Indonesia,Darwin Zahedy Saleh
Indonesia,Dita Indah Sari
Indonesia,Adi Sasono
Indonesia,Frans Seda
Indonesia,Siauw Giok Tjhan
Indonesia,Marsillam Simanjuntak
Indonesia,Raja Inal Siregar
Indonesia,Mudaffar Sjah
Indonesia,José Abílio Osório Soares
Indonesia,Soegiono
Indonesia,Masjchun Sofwan
Indonesia,Sophan Sophiaan
Indonesia,Chris Soumokil
Indonesia,Subroto (politician)
Indonesia,Sukarjo Wiryopranoto
Indonesia,Rachmawati Sukarnoputri
Indonesia,I Gede Sumantara Ady Pratama
Indonesia,Hendardji Supandji
Indonesia,Suharna Surapranata
Indonesia,Astrid Susanto
Indonesia,Sutiyoso
Indonesia,El Tari
Indonesia,Likas Tarigan
Indonesia,Susanto Tirtoprodjo
Indonesia,Abikusno Tjokrosujoso
Indonesia,Frans Tutuhatunewa
Indonesia,Imam Utomo
Indonesia,Jero Wacik
Indonesia,A. Wahab
Indonesia,Yenny Wahid
Indonesia,Ateng Wahyudi
Indonesia,Ali Wardhana
Indonesia,Gede Winasa
Indonesia,Soekiman Wirjosandjojo
Indonesia,Nugroho Wisnumurti
Indonesia,Ruslan Abdulgani
Indonesia,Azwar Abubakar
Indonesia,Mustafa Abubakar
Indonesia,Ahmad Jayadiningrat
Indonesia,Paku Alam VIII
Indonesia,Bustanil Arifin
Indonesia,Achmad Asj'ari
Indonesia,Djufrie Asmoredjo
Indonesia,Antasari Azhar
Indonesia,Faisal Basri
Indonesia,Muhamad Chatib Basri
Indonesia,Joop Beek
Indonesia,Dewa Made Beratha
Indonesia,Daud Beureu'eh
Indonesia,Mustofa Bisri
Indonesia,Bambang Brodjonegoro
Indonesia,Manuel Carrascalão
Indonesia,Dewa Cawu
Indonesia,Siti Fadilah
Indonesia,P. F. Dahler
Indonesia,Omar Dani
Indonesia,Sidarto Danusubroto
Indonesia,H.S. Dillon
Indonesia,Djarot Saiful Hidayat
Indonesia,Eros Djarot
Indonesia,Bahder Djohan
Indonesia,Sugondo Djojopuspito
Indonesia,Ernest Douwes Dekker
Indonesia,Rahmat Effendi
Indonesia,Rustam Effendi
Indonesia,Fadli Zon
Indonesia,Hendrik Fernandez
Indonesia,Irman Gusman
Indonesia,Meutya Hafid
Indonesia,Nurdin Halid
Indonesia,Sultan Hamid II
Indonesia,Salikin Hardjo
Indonesia,Charles Honoris
Indonesia,Herman Johannes
Indonesia,S. Kabo
Indonesia,Rano Karno
Indonesia,Frans Lebu Raya
Indonesia,Ben Mang Reng Say
Indonesia,Gatot Mangkoepradja
Indonesia,Alexander Andries Maramis
Indonesia,Idrus Marham
Indonesia,Abdul Latif Daeng Masikki
Indonesia,Adjie Massaid
Indonesia,Alimuddin Daeng Matiro
Indonesia,Haji Misbach
Indonesia,Mukhamad Misbakhun
Indonesia,Burhan Muhammad
Indonesia,Marie Muhammad
Indonesia,Ali Masykur Musa
Indonesia,Hasyim Muzadi
Indonesia,Abi Kusno Nachran
Indonesia,RE Nainggolan
Indonesia,Abdul Haris Nasution
Indonesia,Muhammad Nazar
Indonesia,Henk Ngantung
Indonesia,Ngitung
Indonesia,Muhammad Noer
Indonesia,Alex Noerdin
Indonesia,Rizal Nurdin
Indonesia,Teuku Nyak Arif
Indonesia,Luhut Binsar Pandjaitan
Indonesia,I Made Mangku Pastika
Indonesia,Phoa Liong Gie
Indonesia,Prijono
Indonesia,Poncke Princen
Indonesia,I Gusti Ketut Pudja
Indonesia,Basuki Tjahaja Purnama
Indonesia,Korrie Layun Rampan
Indonesia,Ngurah Oka Ratmadi
Indonesia,Sam Ratulangi
Indonesia,Mohammad Roem
Indonesia,Siti Hardiyanti Rukmana
Indonesia,Ali Sadikin
Indonesia,Salawati Daud
Indonesia,Christiandy Sanjaya
Indonesia,Setya Novanto
Indonesia,Siauw Giok Tjhan
Indonesia,Marsillam Simanjuntak
Indonesia,Jaka Singgih
Indonesia,Raja Inal Siregar
Indonesia,G.A. Siwabessy
Indonesia,Soegiono
Indonesia,Soekarwo
Indonesia,Tjokorda Gde Raka Soekawati
Indonesia,Soemarno Sosroatmodjo
Indonesia,Soeprapto (governor)
Indonesia,Masjchun Sofwan
Indonesia,Juwono Sudarsono
Indonesia,Barnabas Suebu
Indonesia,Sukarni
Indonesia,Rachmawati Sukarnoputri
Indonesia,Tjokorda Ngurah Wim Sukawati
Indonesia,J. B. Sumarlin
Indonesia,Ibnu Sutowo
Indonesia,Ananda Syahendar Perdana
Indonesia,Piet Alexander Tallo
Indonesia,Likas Tarigan
Indonesia,Jan Engelbert Tatengkeng
Indonesia,Mohammad Husni Thamrin
Indonesia,Frans Tutuhatunewa
Indonesia,Imam Utomo
Indonesia,A. Wahab
Indonesia,Bibit Waluyo
Indonesia,Ali Wardhana
Indonesia,Erna Witoelar
Indonesia,Satya Widya Yudha
Indonesia,Irwandi Yusuf
Indonesia,Saifullah Yusuf
Indonesia,Z.A. Ahmad (Indonesian politician)
Iran,Badí‘
Iran,Behafarid
Iran,Hasanak the Vizier
Iran,Saadat Ali Khan I
Iran,Safdar Jang
Iran,Esmail Shooshtari
Iran,Sunpadh
Iran,Shakur Akbarnejad
Iran,Saeed Hajjarian
Iran,Gholam Ali Jafarzadeh
Iran,Saeed Jalili
Iran,Ali Khamenei
Iran,Lotfollah Meisami
Iran,Ali Akbar Mohtashamipur
Iran,Mojtaba Shakeri
Iran,Ali Saberi
Iran,Masoumeh Abad
Iran,Marzieh Afkham
Iran,Mina Ahadi
Iran,Parvin Ahmadinejad
Iran,Zohreh Akhyani
Iran,Khojaste Bagherzadeh
Iran,Mahnaz Bahmani
Iran,Ashraf Dehghani
Iran,Mehrangiz Dowlatshahi
Iran,Maryam Farman Farmaian
Iran,Shahla Habibi
Iran,Neda Hassani
Iran,Jamileh Kadivar
Iran,Sousan Keshavarz
Iran,Elaheh Koulaei
Iran,List of female members of the Cabinet of Iran
Iran,List of female members of the Islamic Consultative Assembly
Iran,Azar Majedi
Iran,Mehrangiz Manouchehrian
Iran,Minoo Khaleghi
Iran,Monireh Gorji
Iran,Mehrangiz Morovvati
Iran,Zahra Mostafavi Khomeini
Iran,Maryam Namazie
Iran,Farrokhroo Parsa
Iran,Zahra Rahnavard
Iran,Maryam Rajavi
Iran,Fatemeh Rakeei
Iran,Razie Golami Shabani
Iran,Azadeh Shafiq
Iran,Effat Shariati
Iran,Zahra Shojaei
Iran,Batul Soltani
Iran,Azam Taleghani
Iran,2007 Gasoline Rationing Plan in Iran
Iran,Davoud Ahmadinejad
Iran,Mahmoud Ahmadinejad and Israel
Iran,Parvin Ahmadinejad
Iran,Controversies of Mahmoud Ahmadinejad
Iran,Council for Spreading Mahmoud Ahmadinejad's Thoughts
Iran,Electoral history of Mahmoud Ahmadinejad
Iran,Azam Farahi
Iran,Foreign policy of the Mahmoud Ahmadinejad administration
Iran,Presidency of Mahmoud Ahmadinejad
Iran,The Green Scroll Campaign
Iran,International Conference to Review the Global Vision of the Holocaust
Iran,"Iranian local elections, 2003"
Iran,Mahmoud Ahmadinejad
Iran,Mahmoud Ahmadinejad and the 1979 hostage crisis
Iran,Mahmoud Ahmadinejad's letter to George W. Bush
Iran,Template:Mahmoud Ahmadinejad
Iran,Mirza Ali Asghar Khan Amin al-Soltan
Iran,Mohammad-Javad Bahonar
Iran,Shapour Bakhtiar
Iran,Mohammad Beheshti
Iran,Hamid Reza Chitgar
Iran,Dariush Forouhar
Iran,Sadeq Ganji
Iran,Ghiyas al-Din ibn Rashid al-Din
Iran,Abdolhossein Hazhir
Iran,Morteza Gholi Khan Hedayat
Iran,Mosa Kalantari
Iran,Asadollah Lajevardi
Iran,Mir Asadollah Madani
Iran,Hassan Ali Mansur
Iran,Mohammad Hasan Khan Qajar
Iran,Mohammad Montazeri
Iran,Morteza Motahhari
Iran,Nizam al-Mulk
Iran,Mohammad Taqi Pessian
Iran,Agha Mohammad Khan Qajar
Iran,Naser al-Din Shah Qajar
Iran,Mohammad Ali Qazi Tabatabaei
Iran,Safdar Rahmat Abadi
Iran,Mohammad-Ali Rajai
Iran,Kazem Rajavi
Iran,Haj Ali Razmara
Iran,Mahmoud Abbaszadeh Meshkini
Iran,Ali Abdolalizadeh
Iran,Ali-Ashraf Abdollah Porihoseini
Iran,Beytollah Abdollahi
Iran,Reza Abdollahi
Iran,Abbas Adham
Iran,Mostafa Adl
Iran,Shahruz Afghami
Iran,Mostafa Afzalifard
Iran,Aliakbar Aghaei Moghanjoei
Iran,Gholam Reza Aghazadeh
Iran,Mina Ahadi
Iran,Ahmad Hussein Adl
Iran,Ahmad Amirabadi
Iran,Aziz Akbarian
Iran,Shakur Akbarnejad
Iran,Akbar A'lami
Iran,Ali Alilu
Iran,Mohsen Alimardani
Iran,Mohammad Alipour Rahmati
Iran,Ahmad Alirezabeigi
Iran,Shahrbanoo Amani
Iran,Hassan Ameli
Iran,Haydar Khan Amo-oghli
Iran,Jamshid Ansari
Iran,Taqi Arani
Iran,Younes Asadi
Iran,Akbar Atri
Iran,Sodeif Badri
Iran,Mohammad Bagheri (politician)
Iran,Hadi Bahadori
Iran,Mahmoud Bahmani
Iran,Mahnaz Bahmani
Iran,Morteza-Qoli Bayat
Iran,Rafat Bayat
Iran,Abdolali Bazargan
Iran,Mehdi Bazargan
Iran,Ruhollah Beigi
Iran,Shahabaddin Bimeghdar
Iran,Habib Boromand Dashghapu
Iran,Hamid Chitchian
Iran,Shahram Dabiri Oskuei
Iran,Vali Dadashi
Iran,Rahman Dadman
Iran,Ghulam Yahya Daneshian
Iran,Mehdi Davatgari
Iran,Allahverdi Dehghani
Iran,Ashraf Dehghani
Iran,Masoud Dehnamaki
Iran,Asghar Dirbaz
Iran,Mahmoud Djam
Iran,Abbas Duzduzani
Iran,Mohammad Esmaeili
Iran,Javad Fakoori
Iran,Abbas Fallahi Babajan
Iran,Mohammad Hossein Farhanghi
Iran,Arsalan Fathipour
Iran,Parviz Fattah
Iran,Mohammad Feyz Sarabi
Iran,Mohammad Feyzi
Iran,Mir Bashir Gasimov
Iran,Safar Ghahremani
Iran,Jamshid Ghanbari Maman
Iran,Abbas Gharabaghi
Iran,Hadi Gharaseyyed Romiani
Iran,Nader Ghazipour
Iran,Ali Akbar Ghoreishi
Iran,Mansour Haghighatpour
Iran,Ebrahim Hakimi
Iran,Ahmad Hakimipour
Iran,Hossein Hashemi
Iran,Hashem Hashemzadeh Herisi
Iran,Gholamreza Hassani
Iran,Mohammad Hassannejad
Iran,Mir Ebrahim Seyyed Hatami
Iran,Elias Hazrati
Iran,Mohammad Hazratpour
Iran,Ruhollah Hazratpour
Iran,Movayyed Hoseini Sadr
Iran,Bahlul Hoseini
Iran,Mehdi Isazadeh
Iran,Esmaeil Jabbarzadeh
Iran,Jalil Jafari
Iran,Javad Jahangirzadeh
Iran,Isa Kalantari
Iran,Mosa Kalantari
Iran,Reza Karimi (politician)
Iran,Ja'far Kavian
Iran,Bashir Khaleghi
Iran,Khalil Boyukzadeh
Iran,Ali Khamenei
Iran,Hadi Khamenei
Iran,Baqir Khan
Iran,Mohammad Reza Khanmohammadi
Iran,Mohammad Khiabani
Iran,Akbar Nikzad
Iran,Majid Khodabakhsh
Iran,Salman Khodadadi
Iran,Hamid Lotfollahian
Iran,Mohammad Ali Madadi
Iran,Mir Asadollah Madani
Iran,Mahmud Mahmud
Iran,Sadegh Mahsouli
Iran,Ali Malakouti
Iran,Moslem Malakouti
Iran,Khalil Maleki
Iran,Vali Maleki
Iran,Mohsen Mehralizadeh
Iran,Ali Meshkini
Iran,Mohammad Reza Mirtajodini
Iran,Mirza Abdul'Rahim Talibov Tabrizi
Iran,Hemayat Mirzadeh
Iran,Mohammad Reza Badamchi
Iran,Mohammad-Ali Hosseinzadeh
Iran,Mostafa Mohammad-Najjar
Iran,Javad Mojtahed Shabestari
Iran,Mohsen Mojtahed Shabestari
Iran,Shahindokht Molaverdi
Iran,Tadj ol-Molouk
Iran,Esmail Momtaz od-Dowleh
Iran,Alireza Monadi
Iran,Reza Moridi
Iran,Mehrangiz Morovvati
Iran,Mir Ghesmat Mosavi Asl
Iran,Abdul-Karim Mousavi Ardebili
Iran,Hossein Mousavi Tabrizi
Iran,Seyed Esmaeil Mousavi Zanjani
Iran,Ali Asghar Al-Mousavi
Iran,Fakhraddin Mousavi
Iran,Mir-Hossein Mousavi
Iran,Hamid Mowlana
Iran,Ebrahim Nabavi
Iran,Safar Naeimi
Iran,Sadegh Najafi-Khazarlou
Iran,Hassan Namazi
Iran,Sadollah Nasiri Gheydari
Iran,Morteza Saffari Natanzi
Iran,Alireza Novin
Iran,Hasan Nazih
Iran,Behrouz Nemati
Iran,Mohammad Reza Nematzadeh
Iran,Ali Nikzad
Iran,Gholamreza Nouri Ghezeljeh
Iran,Samad Khan Momtaz os-Saltaneh
Iran,Asghar Parsa
Iran,Masoud Pezeshkian
Iran,Kamaladdin Pirmoazzen
Iran,Noraladin Pirmoazzen
Iran,Template:Pishevari cabinet
Iran,Mohammad Ali Qazi Tabatabaei
Iran,Zeynalabedin Qiyami
Iran,Rahimkhan Chalabianloo
Iran,Reza Rahmani
Iran,Fatemeh Rakeei
Iran,Masoud Roghani Zanjani
Iran,Haji-Mirza Hassan Roshdieh
Iran,Ghorbanali Saadat
Iran,Vahid Jalalzadeh
Iran,Mohammad Sa'ed
Iran,Ali Saeedlou
Iran,Zahra Saei
Iran,Mohammad Esmaeil Saeidi
Iran,Sattar Khan
Iran,Kazem Seddiqi
Iran,Hamid Seyyed Mahdavi Aghdam
Iran,Jafar Shafaghat
Iran,Gholamreza Shafeei
Iran,Iraj Shahin-Baher
Iran,Ali Shakouri-Rad
Iran,Malek Mansur Mirza Shoa O-Saltaneh
Iran,Ali Asghar Sherdost
Iran,Gholam Hosein Shiri Aliabad
Iran,Ali Soheili
Iran,Reza Taghipour
Iran,Hassan Taqizadeh
Iran,Mahammad Ali Tarbiat
Iran,Mohammad Taghi Pourmohammadi
Iran,Mohammad Vaez Mousavi
Iran,Yahya Ale Eshaq
Iran,Reza Zanjani
Iran,Mass'oud Mirza Zell-e Soltan
Iran,Abolhassan Banisadr
Iran,Electoral history of Akbar Hashemi Rafsanjani
Iran,Electoral history of Ali Larijani
Iran,Electoral history of Gholam-Ali Haddad-Adel
Iran,Electoral history of Hassan Rouhani
Iran,Electoral history of Mahmoud Ahmadinejad
Iran,Electoral history of Mohammad Bagher Ghalibaf
Iran,Electoral history of Mohammad Khatami
Iran,Electoral history of Mohsen Rezaee
Iran,Electoral history of Saeed Jalili
Iran,Template:IranElectoralHistory
Iran,"Akbar Hashemi Rafsanjani presidential campaign, 2013"
Iran,Death and state funeral of Akbar Hashemi Rafsanjani
Iran,Electoral history of Akbar Hashemi Rafsanjani
Iran,Fatemeh Hashemi Rafsanjani
Iran,Presidency of Akbar Hashemi Rafsanjani
Iran,Akbar Hashemi Rafsanjani
Iran,Template:Akbar Hashemi Rafsanjani
Iran,Faezeh Hashemi Rafsanjani
Iran,Mohammad Hashemi Rafsanjani
Iran,Mohsen Hashemi Rafsanjani
Iran,Effat Marashi
Iran,People's Experts
Iran,Mehdi Hashemi Rafsanjani
Iran,Yasser Hashemi Rafsanjani
Iran,Beytollah Abdollahi
Iran,Rahman Dadman
Iran,Abdul Rahman Ghassemlou
Iran,Abol-Ghasem Kashani
Iran,Khaled Zamzamnejad
Iran,Ahmad Madani
Iran,Minoo Khaleghi
Iran,Mohammad Mehdi Mofatteh
Iran,Mohammad-Ali Hosseinzadeh
Iran,Mohammad Mosaddegh
Iran,Ja'far Pishevari
Iran,Alireza Rajaei
Iran,Abolfazl Ghadyani
Iran,Gholamhossein Karbaschi
Iran,Behzad Nabavi
Iran,Abdollah Nouri
Iran,Mohammad Reza Rahimi
Iran,Mostafa Tajzadeh
Iran,Mozzafar Baghai
Iran,Ahmad Donyamali
Iran,Abol-Ghasem Kashani
Iran,Hossein Makki
Iran,Ali Motahari
Iran,Rahmatollah Hafezi
Iran,Elaheh Rastgou
Iran,Manuchehr Eliasi
Iran,Siamak Moreh Sedgh
Iran,Maurice Motamed
Iran,A 250 Years Old Person
Iran,Ayatollah Uzma Sayyid Ali Hussaini Khamenei
Iran,Khojaste Bagherzadeh
Iran,Ali Khamenei
Iran,Assassination attempt on Ali Khamenei
Iran,Mojtaba Khamenei
